conversation_id,retweets_count,mentions,created_at,likes_count,in_reply_to_user_id,_id,source,user_id,in_reply_to_status_id,tweet,sentiment,replies_count,quoted_status_id,hashtags,cashtags,urls
1249970752360677376,0,,2020-04-14 08:00:25+00:00,5,,1249970752360677376,Twitter Web App,1074207546154631168,,یکی از مشکلات کسب‌وکارها در شرایط فعلی، دسترسی کارکنان به تلفن سازمانی از منزل و خارج از محل کار است. #نکسفون این امکان را برای کارکنان فراهم می‌آورد که از هر نقطه‌ای از کشور از طریق پنل وب و یا اپلیکیشن موبایل به تلفن سازمانی خود دسترسی داشته باشند. #دورکاری #کرونا  https://t.co/63kZ1V9vSJ,1,0,,"['نکسفون', 'دورکاری', 'کرونا']",,
1204309651027873793,0,['4841708497'],2019-12-10 09:47:37+00:00,1,4841708497,1204336858941067265,Twitter Web App,555127696,1.20E+18,@moorizhe آره دورکاری بود. یعنی واقعا بهترین کارها یا تو تهرانه یا اصفهان :(,2,1,,,,
1308118793613455366,0,,2020-09-22 02:50:12+00:00,1,1.22E+18,1308237130515218433,Twitter Web App,74126159,1.31E+18,@Queenoffirstgod منم همین طورم، دلم می‌گیره از خبرهای بد، یک مدت نمیام. تو دوران ترک اعصابم خورد می‌شه از کرونا و دورکاری و دوباره برگشتن به توییتر.,0,1,,,,
690800762352304128,0,['1126140736301338625'],2016-01-23 07:51:47+00:00,1,1155126414,690804104407433216,Twitter for Android,1733035928,6.91E+17,@Maasill خب معلومه که اون..البته باید کار ریموت بگیری تا بیکاری اذیت نکنه..کشاورزی زحمتش یکی دو ماهه😃,2,2,,,,
1248594775802089477,0,,2020-04-10 12:52:46+00:00,3,,1248594775802089477,Twitter for iPhone,897203427805204480,,دورکاری فقط امام زمان,1,0,,,,
1330584939293794309,0,,2020-11-22 18:52:25+00:00,5,,1330584939293794309,Twitter for Android,1112355013697900544,,هرچی دورکاری دیده بودم یه طرف دورکاری که امروز دیدم یه طرف,1,1,,,,
737316913777250304,0,,2016-05-30 16:17:05+00:00,0,,737316913777250304,dlvr.it,708578469295292416,,آگهی: کار در منزل: درآمدزایی دراوقات فراغت با: درآمدزایی دراوقات فراغت با استفاده ازفضای مجازی درزمینه…  https://t.co/khTK6s4TNG #استخدام,2,0,,['استخدام'],,['http://goo.gl/Nt8Clb']
1364097382527479809,0,['1026320618843717636'],2021-02-23 09:29:30+00:00,1,1.03E+18,1364145351133954049,Twitter for Android,737959698264006656,1.36E+18,@hadi617196 جدی هنوز دورکاری؟,1,1,,,,
1267403373952843782,6,,2020-06-01 10:31:26+00:00,11,,1267403373952843782,Twitter for Android,1111313476960612359,,دوستان کسی برنامه نویس بک اند جاوا و اسپرینگ بوت نمی‌خواد دنبال کار ریموت میگردم  لینوکس گیت و داکر و گولنگ و sql هم سر در میارم ریتویت یادتون نره لطفاً #بازار_کار  #جاوا #اسپرینگ,2,0,,"['بازار_کار', 'جاوا', 'اسپرینگ']",,
1301937432506568707,0,['3360833961'],2020-09-04 17:40:46+00:00,1,3360833961,1301938268012007425,Twitter for Android,844533128479887360,1.30E+18,@HasanloMilad به نظرم فردا رو دورکاری کن، ارزش تو ترافیک موندن نداره 🙃,2,1,,,,
1401229232513208328,0,['1704981668'],2021-06-06 17:15:04+00:00,2,1704981668,1401588462466310145,Twitter Web App,1390450016700014593,1.40E+18,@AlirezaNasseh دورکاری، امان از دورکاری,0,0,,,,
1248508704770666496,0,['628118074'],2020-04-10 07:45:43+00:00,0,628118074,1248517502629318656,Twitter for iPhone,1149431837460062208,1.25E+18,@rezahn56 امام زمان که چهارده قرنه داره دورکاری میکنه با رعایت فاصله اجتماعی مبتلا نمیشه 😂,1,0,,,,
1347908282644574208,0,,2021-01-09 14:09:12+00:00,5,,1347908282644574208,Twitter for Android,753154694298689536,,کیرتوش دورکاری مارو لغو کردن😭,2,1,,,,
1231905020125249536,1,,2020-02-24 11:33:39+00:00,33,,1231905020125249536,Twitter for Android,1029583894549602304,,به نظر بهترین راه مقابله با شیوع ویروس، حذف تعاملات حضوری تا حد ممکنه. ما در #گروه_حصین با #دورکاری به مقابله با #کرونا رفتیم. ایشالا کشور زودتر از این بحران عبور کنه 😔,2,1,1.23E+18,"['گروه_حصین', 'دورکاری', 'کرونا']",,
1287424677766455296,0,['1089564074'],2020-07-26 17:27:56+00:00,0,1089564074,1287439523740254208,Twitter for Android,2234640481,1.29E+18,@SaeedSazgari طبق مصوبه قبلی هرگونه تصمیمی در حوزه مربوط به کرونا منوط به مصوبه ستاد مقابله با کروناست. حتی مواردی مثل دورکاری کارمندان یا کاهش ساعت کاری و ...,2,0,,,,
1472230359374913542,0,,2021-12-18 15:40:45+00:00,10,,1472230359374913542,Twitter Web App,975424084644388864,,دورکاری تو بارون خوبیش اینه که ترافیکی نیست. میری سر پشت بوم فسق و فجورت رو میکنی!  اگرم پشیمون بشی سه سوته برمیگردی تو.   حالا هی شما، آره...,2,0,,,,
1289871166312718336,0,['1060477755559759872'],2020-08-02 12:30:14+00:00,1,1.06E+18,1289901320892276736,Twitter for Android,841765717150191620,1.29E+18,@pedikolos تو این شرایط دیگه نباید رفت. دورکاری بدن,2,1,,,,
1498747225794662401,0,,2022-03-01 19:49:18+00:00,16,,1498747225794662401,Twitter for Android,948967347016093698,,رفیقم برای یه بنده‌خدایی که ایرانیه ولی ظاهرا از بچگی ایران نبوده،دورکاری میکنه اون بزرگوار زیاد با معانی اصطلاحات فارسی آشنایی نداره :)) مثلا امروز بهش گفت ببین فلانی،تو باید خار ک..ه شرکت باشی =))) مثلا اومده بود بگه محکم و همه‌کاره و این حرفا باشی :)) تا خود اسپانیا =))))))))),1,1,,,,
1052665538722316293,0,['14389004'],2018-10-17 22:33:14+00:00,1,14389004,1052689017295294465,Twitter for Android,43675207,1.05E+18,@TheArashM شرکت خوبه و رفتن به خاطر نارضایتی خیلی کم بود بین بچه ها.بیشتر به خاطرماجرای اقتصاد و دلار بود که بچه ها مصمم شدن برن خارج یا کار ریموت و...,1,1,,,,
1239105971986862080,0,['964820446842630144'],2020-03-15 09:18:08+00:00,0,9.65E+17,1239118673408901120,Twitter for Android,1022824242478497792,1.24E+18,@fmfatimf این روزا دورکاری می‌کردم جای ترانه، همین بی‌کلام رو میذاشتم  خیلی تاثیر تمرکز و حالش بهتر بود,2,1,,,,
1311953056557412359,10,,2020-10-02 08:55:58+00:00,156,,1311953056557412359,Twitter for Android,756553320,,اگر خواستید کار #ریموت بگیرید (اکثراً ساعتیه)، حواستون باشه نسبت به #حقوق هر ساعت از کار تمام‌وقت اینجا مقایسه نکنید.  علاوه بر اینکه باید بیمه، مالیات، عیدی و سنوات رو هم برای هر ساعت حساب کنید، بدونید که همینجا هم کلاً کار ساعتی به خاطر شرایطش، گرونتر از کار تمام‌وقته.,1,3,,"['ریموت', 'حقوق']",,
1482278551084806146,0,,2022-01-15 09:08:40+00:00,26,,1482278551084806146,Twitter for iPhone,3873419535,,صبح که میشه به ترافیک فکر میکنم میگم امروز رو دورکاری میکنم. ظهر که میشه نسخ میشم خونه هم سر و صداست میگم کاشکی شرکت بودم,2,1,,,,
1428745283597389824,0,,2021-08-20 15:46:35+00:00,7,,1428745283597389824,Twitter Web App,1394652089305993216,,این سه روز که از خونه کار کردم، به شدّت دلتنگ زمان کار فریلنسری شدم🥺  قدرت این دلتنگی داره به حدی می‌رسه که به طور جدی درخواست دورکاری بدم😬  شاید که رستگار شوم😎✋,2,1,,,,
1326522369591095297,0,['1262406884709093378'],2020-11-11 17:14:18+00:00,1,1.26E+18,1326573983064592385,Twitter Web App,706217561290055681,1.33E+18,@Pindash_ مثلا دورکاری حجم استفاده از وسایل حمل نقل عمومی رو کم میکنه. توی خیلی جاها بالانس بهم خورده! البته از دیدگاه سوسیال اینا.,1,0,,,,
1488501088143781888,0,,2022-02-01 13:14:49+00:00,20,,1488501088143781888,Twitter for iPhone,1186453034,,روز اول کار جدید رو چه کردی؟ هیچی، خواب، استراحت و حمام از مزایای نرسیدن لپ‌تاپ کار در خانه✌️ یا شایدم کارامای زیاد کار کردن در هفته‌‌ی قبلی 🙌,2,2,,,,
1490018758047457289,0,,2022-02-05 17:45:29+00:00,9,,1490018758047457289,Twitter for Android,1318465043663650817,,دورکاری خیلی خیلی سخت تر چیزی بود ک تصور میکردم همه چیز رو مخه و کند پیش میره,0,1,,,,
1112987704537612288,0,,2019-04-02 07:58:41+00:00,0,,1112987704537612288,Twitter Web Client,2170380420,,دستگاه مهرسازی خانگی  مهرسازی را میتوان در یک فضای کوچک و حتی در خانه انجام داد حجم کم و کوچک دستگاه مهرسازی خانگی این شغل را در گروه شغل های کوچک و زودبازده مناسب برای شغل خانگی و کسب و کار کوچک قرارداده است آموزش رایگان بهمراه دستگاه مهر سازی 09124526223  https://t.co/awD22Oar3f  https://t.co/FWSB50gegH,1,0,,,,['http://irmohr.blogfa.com/post/98']
1385859271053676546,0,['578002540'],2021-04-25 08:44:57+00:00,1,578002540,1386239797790904320,Twitter for Android,2915373093,1.39E+18,@soheilsam :))) واقعا درک نمیکنم هی میگن دورکار بمونیم:/,0,0,,,,
1465685146695356417,0,,2021-11-30 14:12:24+00:00,12,,1465685146695356417,Twitter for Android,1274489029287989248,,همکارم موقع کار که میشه مدام بهم میگه حالم بده و از من میخواد وظیفشو انجام بدم حس خیلی قوی دارم که داره می‌پیچونه و نمیدونم به حس اعتماد کنم یا نه. کلا هم دورکار هستیم و نمی‌بینمش. واقعا نمی‌دونم با این حس چه کنم🤔,1,2,,,,
1250129642616471553,0,,2020-04-14 18:31:47+00:00,25,,1250129642616471553,Twitter Media Studio,47448563,,وزارت دفاع آمریکا نسبت به خطرات فضای مجازی در زمان دورکاری هشدار داد  https://t.co/Oi5G9WxJFz,1,0,,,,
412104301012459521,0,,2013-12-15 06:18:16+00:00,0,,412104301012459521,WordPress.com,970443847,,فراخوان هزاران کارمند دورکار به ادارات  http://t.co/e1UhpWRS53,1,0,,,,['http://wp.me/p39U7f-mMu']
1247524215764348933,0,['758254895967313920'],2020-04-07 15:23:27+00:00,0,7.58E+17,1247545531599110148,Twitter Web App,878310899756433408,1.25E+18,@itmahda عزیزم بحث کار خونه نیس. کار در خانه رو کسی نگفته بی ارزش هست.,2,1,,,,
1242542432983621638,0,,2020-03-24 20:02:56+00:00,8,,1242542432983621638,Twitter for Android,915135624,,جدای از همه چیز دو تا مشکل جدی با دورکاری دارم  اول اینکه نمی تونم تفکیک کنم زندگی رو از کار و اگه کانکشن رو قطع نکنن نمی تونم بیخیال شم دوم اینکه الان عید هست و باید با احتمال پارس سگ، صدای بلند تی وی توام با صحبت  اعضای خانواده موقع تماس کاری کنار بیام,0,1,,,,
801794994201890818,0,,2016-11-24 14:29:57+00:00,0,,801794994201890818,Marlik Jobs,733268097235222528,,کار در منزل با درامد عالی و مطمئن -  https://t.co/OZ5NI8IZCm,1,0,,,,['http://job.marlik.ir/news/%da%a9%d8%a7%d8%b1-%d8%af%d8%b1-%d9%85%d9%86%d8%b2%d9%84-%d8%a8%d8%a7-%d8%af%d8%b1%d8%a7%d9%85%d8%af-%d8%b9%d8%a7%d9%84%db%8c-%d9%88-%d9%85%d8%b7%d9%85%d8%a6%d9%86/']
1244547146206109701,0,,2020-03-30 08:48:56+00:00,6,,1244547146206109701,Twitter for iPhone,1121698909372465152,,پیشنهادم برای روزهای قرنطینه اینه که برین توی youtube و یک jazz music سرچ و پلی کنین. با صدای کم اجازه بدین موزیک بک‌ گراند زندگیتون باشه. مخصوصا اگه این روزا دورکاری می کنید که خیلی جوابه!,1,1,,,,
792895148946522112,0,,2016-10-31 01:05:09+00:00,0,,792895148946522112,Khabarparsicom,750601836411760640,,کار در منزل: بافت تابلو فرش موزه ای -  https://t.co/9MBbh67ewA,1,0,,,,['http://khabarparsi.com/%da%a9%d8%a7%d8%b1-%d8%af%d8%b1-%d9%85%d9%86%d8%b2%d9%84-%d8%a8%d8%a7%d9%81%d8%aa-%d8%aa%d8%a7%d8%a8%d9%84%d9%88-%d9%81%d8%b1%d8%b4-%d9%85%d9%88%d8%b2%d9%87-%d8%a7%db%8c/']
1384589218333216790,0,,2021-04-20 19:26:08+00:00,1,,1384589218333216790,Twitter for Android,1060626855374581762,,تو ایران کسی رو می‌شناسید که نزدیک‌کار باشه و کرونا نگرفته باشه؟؟؟؟‌‌ ‌‌ به جای نزدیک‌کار چی باید بگم؟ یکی که لزوما کار می‌کنه ولی دورکار نیست مدنظره. والا کسی که همیشه خونه باشه و کرونا نگرفته باشه خودم میشناسم.,2,2,,,,
1366628582336921601,0,,2021-03-02 05:56:59+00:00,20,,1366628582336921601,Twitter for iPhone,1053345796114927616,,وای با دورکاری اصلا حال نمی‌کنم واقعا.,0,0,,,,
1018146580476678144,0,"['875720687582928896', '814412157483909120']",2018-07-17 02:09:14+00:00,0,8.76E+17,1019041302812479489,Twitter for Android,3123318942,1.02E+18,@yazdi6321 @Farhaaadfan @Jeddaaaal آفرین شما معلومه خیلی عرزشی هستی..از مادر شما دعوت میشود برای کار در خانه عفاف دمشق فردا با در دست داشتن لاشه ساندیس ها به بیت مراحعه نمایند ..تبریک میگم دوست عزیز خود شما هم مسئول ترابری انتخاب شدید😁,1,1,,,,
1399728025739145222,0,['885257409068978176'],2021-06-02 04:59:46+00:00,1,8.85E+17,1399953866918141952,Twitter for Android,1385085699557404673,1.40E+18,@mahdib2916 پیشنهاد بنده به شما: توی سایت جابینجا به دنبال شغل کامپیوتری دورکاری جستجو کنید. به دلیل شرایط کرونا بسیاری از شرکت‌های تهران استخدام دور کاری دارن. و یک سوال: امکان کار کردن در شهر کرمان رو دارید؟,2,2,,,,
1172413906460930048,0,['14498809'],2019-09-21 08:50:56+00:00,1,14498809,1175331565158584320,Twitter for Android,608984128,1.18E+18,@smto لطف داری سمیه‌جان آره، دنبال دورکاری هستم به امید خدا,2,0,,,,
748820221205499904,0,,2016-07-01 10:07:07+00:00,0,,748820221205499904,dlvr.it,2376943914,,لیسانس حقوق اسلامی (جویای کار در خانه می باشم (تایپیست )  https://t.co/6diWHKDLfu,2,0,,,,['http://dlvr.it/LhlQ73']
1325830988103094273,0,,2020-11-09 16:01:54+00:00,17,,1325830988103094273,Twitter for iPhone,1729157888,,به یه باگ بدی خوردم و امروز که دورکاری بودم نگفتم باگ دارم و اعلام کردم همه چی رواله! حالا باید تا صبح بشینم درستش کنم 😞,0,1,,,,
826130920126160901,0,,2017-01-30 18:12:14+00:00,0,,826130920126160901,Twitter Web Client,2170380420,,"شغل پردرآمد ,کار در منزل ,چاپ نایلون و مشماع یکی از مشاغل پردرآمدی که بتوان در منزل و برای کار خانگی در نظر گرفت  https://t.co/rnF5Qdt6pL",1,0,,,,['http://www.silkomohr.blogfa.com/post/63']
408491299931975680,0,,2013-12-05 07:01:29+00:00,0,,408491299931975680,Google,137678690,,ایجاد ۲۰۰ هزار شغل خانگی تا پایان سال/همه دانشجویان دفترچه بیمه می‌گیرند  http://t.co/E1231wJkl5,1,0,,,,['http://goo.gl/fb/BxQ6e']
1212126483625529344,0,['753358459261820928'],2020-01-01 20:39:50+00:00,1,7.53E+17,1212473529523945473,Twitter for iPhone,1025129248309366784,1.21E+18,@hilda__124 حتما از راه فریلسینگ و دورکاری برای کشورای خارجی به دلار کار می‌کنه🤷🏻‍♀️,1,1,,,,
1298305781121667073,0,"['986896088140582912', '1180471496281673728', '858635542027751424']",2020-08-25 17:19:39+00:00,1,9.87E+17,1298309075168645122,Twitter for Android,712937734504128513,1.30E+18,@MehrabKordbach1 @programmer_fa @Jobinja_ir شرایط و کامل بخونید.در مورد امکان دورکاری هم نوشتیم,1,1,,,,
1236296366856572929,0,['2880839427'],2020-03-07 22:07:38+00:00,0,2880839427,1236413223127134208,Twitter Web App,455164543,1.24E+18,@Navid3m دورکاری نمیذاره خوش بگذره,0,0,,,,
1357141737693708292,0,['57362858'],2021-02-04 02:22:11+00:00,1,57362858,1357152442845175808,Twitter for iPhone,993204016405516290,1.36E+18,@pseudoarash چون‌روستای اینجا مثل روستایی که شما هستید نیست.برای دورکاری اینترنت میخواد,0,0,,,,
1358430727541379076,0,,2021-02-07 21:58:50+00:00,1,1.24E+18,1358535720273551360,Twitter for Android,970395160214491139,1.36E+18,@mimmmalefff بله، دورکاری درمورد زنانِ خانه‌دار مساله رو حتی نسبت به مردان بغرنج‌تر میکنه. برای مردان صرفا تفکیک بین کار و فراغت از بین می‌ره. اما برای زنان دیگه تفکیکی بین حرفه‌، کار خانه و فراغت وجود نداره.,0,0,,,,
1319296830547529729,0,['1099329582363275265'],2020-10-22 17:42:49+00:00,1,1.10E+18,1319333400801574912,Twitter for Android,727120454654255104,1.32E+18,@hadimehrani1 تا جناب واعظی و خانواده محترم است کرونا شون مثبت شد دورکاری ۵۰درصدی کارکنان اجرا شد چه اتفاق میمونی  نزدیک یک ماهه پزشک و مردم و..داد می زدند محدودیت ولی الان بنظر واعظی همه کاره دولت است,2,0,,,,
1317421759486783488,0,,2020-10-17 11:06:38+00:00,9,,1317421759486783488,Twitter for Android,800989859120705541,,یه سری خانمای شرکت رفیقم گیر داده بودن که به خاطر #کرونا باید دورکارمون کنی. بعد کلی جروبحث که دورکار شدن همه رفتن سفر... چرا انقدر مردم سوء استفاده میکنن؟!,1,0,,['کرونا'],,
1434514661752205315,0,,2021-09-05 13:52:02+00:00,3,,1434514661752205315,Twitter for iPhone,865825030281740288,,اونقدر دورکار بودم دلم برای شاهین و شهاب و مخمل و ناتاشا و اون سه تا پدرِ پدسگشون تنگ شده.   (اینایی که گفتم همشون بلااستثنا گربه‌اند.),0,0,,,,
1097165853391577090,0,['1007695353230118912'],2019-02-17 16:18:10+00:00,1,1.01E+18,1097168335844896768,Twitter for Android,2271790470,1.10E+18,@mamad_asad ارشد هم تموم شده جایی مشغول نیستم دورکاری می‌کنم :),1,1,,,,
1293390465207808000,0,,2020-08-12 03:34:51+00:00,8,,1293390465207808000,Twitter for Android,700620295267180544,,سال ۲۰۲۰ مدل زندگیم عوض شد و احساس من اینه این سرآغاز تغییر بزرگ هستش در مدل زندگی، پس همین روند رو باز ادامه میدم. نرفتن به مراکز شلوغ دید و بازدید حداقلی ارتباطات ویدیویی دورکاری 😅,2,0,1.29E+18,,,
1451508280606564353,0,,2021-10-22 11:18:36+00:00,1,,1451508280606564353,Twitter Web App,1210196931147915266,,گوگل گفته سال 2022 امکان داشتن دو تا پروفایل روی اندروید فراهم میشه. این کار برای راحت‌تر کردن دورکاری انجام میشه که به هر کاربر امکان ساخت یک پروفایل برای کار و یک پروفایل شخصی رو میده که کاربر با رفتن از پروفایل کاری به شخصی، دیگه برنامه‌ها و اطلاعات پروفایل کاریش رو نمی‌بینه.  https://t.co/pR5s8tcYOy,2,0,,,,
1415361348171714565,0,['883302397635854338'],2021-07-14 17:58:15+00:00,0,8.83E+17,1415370071455698946,Twitter Web App,726531218,1.42E+18,@moolook93 وا خب مرخصی میگیره  ولی میدونم که قبل از کرونا و دورکاری و اینا صبحها میرفت شرکت یه وقتها صبحانه برا صدف آماده میکرد قبل رفتن بعد خودش هم چون پیجش فالوعر زیاد داره این ایونتها رو دعوتش میکنن,1,1,,,,
1436913582621413380,0,,2021-09-12 04:44:29+00:00,20,,1436913582621413380,Twitter for Android,973080365551292416,,امروز حس کار کردن نیست اگر کارمند نبودم الان میرفتم خونه حالا جالبه که امروز دورکار بودم پا شدم‌ اومدم شرکت,1,0,,,,
1246440298730971138,0,,2020-04-04 14:11:39+00:00,16,,1246440298730971138,Twitter for Android,370040494,,شرکت همسر علی‌الحساب دورکاری رو تا آخر فروردین تمدید کرد. #خدایا_شکرت,1,0,,['خدایا_شکرت'],,
1331171312983797760,0,,2020-11-24 09:42:27+00:00,2,,1331171312983797760,Twitter for Android,14084270,,برای کسی که مهارت خاصی نداره چه کاری من پیدا کنم آخه؟ تازه اونم دورکاری!,1,0,,,,
1255543629533384704,0,['17447154'],2020-04-29 17:09:30+00:00,3,17447154,1255544752042213376,Twitter for Android,768222102650585089,1.26E+18,@saeedhbi تقریبا بنظرم غیر ممکن هست دورکاری باعث بهره وری بشه,0,1,,,,
1348969361625772032,0,,2021-01-12 12:25:33+00:00,1,,1348969361625772032,Twitter for Android,1002103878517739520,,کسانی که دورکاری هستن این فرصت خیلی خوبیه که برن یه جای خلوت و آروم با هوای خوب و کرونای کمتر زندگی متفاوت و البته سالم تری رو شروع کنن,2,0,1.35E+18,,,
