conversation_id,retweets_count,mentions,created_at,likes_count,in_reply_to_user_id,_id,source,user_id,in_reply_to_status_id,replies_count,quoted_status_id,cashtags,urls,tweet,hashtags,tweet_tokens,lemmatized_tweet,lemmatized_tweet_token,tweet_size,lemmatized_tweet_size,position,index_dup
1383386046772117514,0,['2439772098'],2021-04-17 13:05:50+00:00,0,2439772098.0,1383406348528873472,Twitter for Android,1331247072,1.3833860467721175e+18,0,,,,دورکاری جفتشو قبول 😁,[],"['دورکاری', 'جفتشو', 'قبول', '😁']",دورکاری جفتشو قبول 😁,"['دورکاری', 'جفتشو', 'قبول', '😁']",4,4,1,469
1375661643405869058,1,,2021-03-27 04:11:09+00:00,12,,1375661643405869058,Echobox,1065658304884547585,,0,,,['https://www.independentpersian.com/node/132991/%D8%B2%D9%86%D8%AF%DA%AF%DB%8C/%D8%A2%D9%86%E2%80%8C%D9%87%D8%A7-%DA%A9%D9%87-%D8%AF%D8%B1-%D8%AC%D9%84%D8%B3%D9%87-%DA%A9%D8%A7%D8%B1%DB%8C-%D9%87%D9%85-%D8%A7%D8%B2-%D9%BE%DB%8C%DA%98%D8%A7%D9%85%D9%87-%D8%AF%D9%84-%D9%86%D9%85%DB%8C%E2%80%8C%DA%A9%D9%86%D9%86%D8%AF?utm_medium=Social&utm_source=Twitter#Echobox=1616817382'],اساس نظرسنجی دوره قرنطینه سراسری دورکاری بسیاری‌ انجامیده پیژامه جلسات مجازی شرکت,[],"['اساس', 'نظرسنجی', 'دوره', 'قرنطینه', 'سراسری', 'دورکاری', 'بسیاری\u200c', 'انجامیده', 'پیژامه', 'جلسات', 'مجازی', 'شرکت']",اساس نظرسنجی دوره قرنطینه دورکاری بسیاری‌ انجامیده پیژامه جلسات مجاز شرکت,"['اساس', 'نظرسنجی', 'دوره', 'قرنطینه', 'دورکاری', 'بسیاری\u200c', 'انجامیده', 'پیژامه', 'جلسات', 'مجاز', 'شرکت']",12,11,1,487
1379141564350484486,0,['970777591'],2021-04-05 22:51:54+00:00,1,970777591.0,1379205181955436548,Twitter for Android,2376853694,1.3791415643504845e+18,0,,,,کروناس دورکاری میشه,[],"['کروناس', 'دورکاری', 'میشه']",کروناس دورکاری میشه,"['کروناس', 'دورکاری', 'میشه']",3,3,1,507
1377296638440525831,0,['1234132116889362432'],2021-03-31 19:14:49+00:00,1,1.2341321168893624e+18,1377338610400169986,Twitter for iPhone,947434167658311681,1.3773168816783688e+18,0,,,,دورکار,[],['دورکار'],دورکار,['دورکار'],1,1,1,528
1381500566451392517,0,,2021-04-12 06:52:56+00:00,10,,1381500566451392517,Twitter for Android,1321688079485313025,,1,,,,ذره‌ای انسانیت داشته_باشید دورکاری مسیج‌های سوالی همکاراتون تاخیر جواب میدید بتونن استراحت کنن وای ستمکاران,[],"['ذره\u200cای', 'انسانیت', 'داشته_باشید', 'دورکاری', 'مسیج\u200cهای', 'سوالی', 'همکاراتون', 'تاخیر', 'جواب', 'میدید', 'بتونن', 'استراحت', 'کنن', 'وای', 'ستمکاران']",ذره انسانیت دورکاری مسیج‌های سوالی همکاراتون تاخیر جواب میدید بتونن استراحت کنن وای ستمکار,"['ذره', 'انسانیت', 'دورکاری', 'مسیج\u200cهای', 'سوالی', 'همکاراتون', 'تاخیر', 'جواب', 'میدید', 'بتونن', 'استراحت', 'کنن', 'وای', 'ستمکار']",15,14,1,579
1381127500617678848,0,,2021-04-11 06:10:30+00:00,11,,1381127500617678848,Twitter Web App,356066980,,1,,,,کاربر دورکار همه‌شون متنفره ـ,[],"['کاربر', 'دورکار', 'همه\u200cشون', 'متنفره', 'ـ']",کاربر دورکار همه‌شون متنفره ـ,"['کاربر', 'دورکار', 'همه\u200cشون', 'متنفره', 'ـ']",5,5,2,604
1376931168361144323,0,,2021-03-30 16:15:47+00:00,1,,1376931168361144323,Twitter Web App,1118398828858814466,,0,,,,دورکاری مزیت‌هایی سری خونه‌ها خانواده‌ها,[],"['دورکاری', 'مزیت\u200cهایی', 'سری', 'خونه\u200cها', 'خانواده\u200cها']",دورکاری مزیت سری خونه‌ها خانواده,"['دورکاری', 'مزیت', 'سری', 'خونه\u200cها', 'خانواده']",5,5,0,617
1353033283647496192,0,['187031790'],2021-01-24 10:07:45+00:00,0,187031790.0,1353283339948617728,Twitter for Mac,169951397,1.3532808985575055e+18,1,,,,رضا ۸۹ مسئولیت موقع حجم کار کمتر منیج میکردم ۵۶ نفر ۱۵ نفر دورکار کامپیوتری نیستن هزارجور مشکل براشون کار بوجود,[],"['رضا', '۸۹', 'مسئولیت', 'موقع', 'حجم', 'کار', 'کمتر', 'منیج', 'میکردم', '۵۶', 'نفر', '۱۵', 'نفر', 'دورکار', 'کامپیوتری', 'نیستن', 'هزارجور', 'مشکل', 'براشون', 'کار', 'بوجود']",رضا ۸۹ مسئولیت موقع حجم کار کمتر منیج میکردم ۵۶ نفر ۱۵ نفر دورکار کامپیوتری نیستن هزارجور مشکل براشون کار بوجود,"['رضا', '۸۹', 'مسئولیت', 'موقع', 'حجم', 'کار', 'کمتر', 'منیج', 'میکردم', '۵۶', 'نفر', '۱۵', 'نفر', 'دورکار', 'کامپیوتری', 'نیستن', 'هزارجور', 'مشکل', 'براشون', 'کار', 'بوجود']",21,21,0,641
1382324515582189568,0,,2021-04-14 13:27:01+00:00,5,,1382324515582189568,Twitter Web App,1299260722870988802,,1,,,,بابا یادته برنامه مامان دختر بابا دورکاری پارسال دوران قرنطینه روزا,[],"['بابا', 'یادته', 'برنامه', 'مامان', 'دختر', 'بابا', 'دورکاری', 'پارسال', 'دوران', 'قرنطینه', 'روزا']",بابا یادته برنامه مامان دختر بابا دورکاری پارسال دوران قرنطینه روزا,"['بابا', 'یادته', 'برنامه', 'مامان', 'دختر', 'بابا', 'دورکاری', 'پارسال', 'دوران', 'قرنطینه', 'روزا']",11,11,1,683
1381208040628699137,0,['872935604895567875'],2021-04-11 11:43:14+00:00,1,8.729356048955679e+17,1381211235232981001,Twitter for iPhone,1929586530,1.3812110939856036e+18,1,,,,اره خوشم نمیاد دورکاری 😐,[],"['اره', 'خوشم', 'نمیاد', 'دورکاری', '😐']",اره خو نمیاد دورکاری 😐,"['اره', 'خو', 'نمیاد', 'دورکاری', '😐']",5,5,2,792
1380240659924287495,0,['883302397635854338'],2021-04-09 18:54:24+00:00,2,8.833023976358543e+17,1380594966636982275,Twitter for Android,2507917296,1.3802406599242875e+18,0,,,,بنز میریم تعطیلی دورکاری کار,[],"['بنز', 'میریم', 'تعطیلی', 'دورکاری', 'کار']",بنز مرد تعطیل دورکاری کار,"['بنز', 'مرد', 'تعطیل', 'دورکاری', 'کار']",5,5,1,806
1377945903663869954,0,['1309197666706956300'],2021-04-03 17:09:09+00:00,0,1.3091976667069563e+18,1378394151411191816,Twitter for Android,1216454283132055553,1.3783345251561718e+18,0,,,,انجام کار خانه خسته انجام دوست داشته_باشیم کار ساده تری,[],"['انجام', 'کار', 'خانه', 'خسته', 'انجام', 'دوست', 'داشته_باشیم', 'کار', 'ساده', 'تری']",انجام کار خانه خسته انجام دوست کار ساده,"['انجام', 'کار', 'خانه', 'خسته', 'انجام', 'دوست', 'کار', 'ساده']",10,8,1,887
1378965051122593796,0,['901154881100185600'],2021-04-06 06:03:07+00:00,1,9.011548811001856e+17,1379313701128388611,Twitter Web App,1267033938817617920,1.3790329941035622e+18,1,,,,تعطیلات دورکاری محض 8 صبح 12 شب کار دورکاری تعطیلی,[],"['تعطیلات', 'دورکاری', 'محض', '8', 'صبح', '12', 'شب', 'کار', 'دورکاری', 'تعطیلی']",تعطیلات دورکاری محض 8 صبح 12 شب کار دورکاری تعطیل,"['تعطیلات', 'دورکاری', 'محض', '8', 'صبح', '12', 'شب', 'کار', 'دورکاری', 'تعطیل']",10,10,1,897
1382760640427737088,2,,2021-04-15 18:20:01+00:00,9,,1382760640427737088,Twitter for Android,1247998569065447425,,3,,,,کارآموز سئو دیجیتال مارکتینگ صورت دورکار نمیخواد بازارکار,['بازار_کار'],"['کارآموز', 'سئو', 'دیجیتال', 'مارکتینگ', 'صورت', 'دورکار', 'نمیخواد', 'بازارکار']",کارآموز سئو دیجیتال مارکتینگ صورت دورکار نمیخواد بازارکار,"['کارآموز', 'سئو', 'دیجیتال', 'مارکتینگ', 'صورت', 'دورکار', 'نمیخواد', 'بازارکار']",8,8,1,926
1380630287894384650,0,['1078084753335685121'],2021-04-09 22:45:50+00:00,0,1.0780847533356852e+18,1380653205294579736,Twitter for Android,1126887896445857792,1.3806302878943846e+18,0,,,,دورکاری,[],['دورکاری'],دورکاری,['دورکاری'],1,1,1,952
1384553592737181702,0,,2021-04-20 17:04:34+00:00,14,,1384553592737181702,Twitter for iPhone,1634173368,,1,,,,دورکاری شکمم جلوخدا باقیشو بخیر,[],"['دورکاری', 'شکمم', 'جلوخدا', 'باقیشو', 'بخیر']",دورکاری شکم جلوخدا باقیشو بخیر,"['دورکاری', 'شکم', 'جلوخدا', 'باقیشو', 'بخیر']",5,5,1,987
1353685409788788736,1,,2021-01-25 12:45:26+00:00,18,,1353685409788788736,Twitter Web App,2298714727,,3,,,,دوستان فعال تولیدمحتوا سوال بخواید صورت پروژه‌ای شرکت صورت دورکاری کار چجوری قرارداد می‌نویسید امضا می‌کنید,['تولید_محتوا'],"['دوستان', 'فعال', 'تولیدمحتوا', 'سوال', 'بخواید', 'صورت', 'پروژه\u200cای', 'شرکت', 'صورت', 'دورکاری', 'کار', 'چجوری', 'قرارداد', 'می\u200cنویسید', 'امضا', 'می\u200cکنید']",دوستان فعال تولیدمحتوا سوال بخواید صورت پروژه شرکت صورت دورکاری کار چجوری قرارداد نوشت امضا,"['دوستان', 'فعال', 'تولیدمحتوا', 'سوال', 'بخواید', 'صورت', 'پروژه', 'شرکت', 'صورت', 'دورکاری', 'کار', 'چجوری', 'قرارداد', 'نوشت', 'امضا']",16,15,1,1006
1377988436230029313,0,['1060349117199597568'],2021-04-02 20:41:12+00:00,0,1.0603491171995976e+18,1378085128350666752,Twitter for iPhone,572051429,1.3780132493928038e+18,1,,,,گوگل‌بنظرم مدلیه اتفاقن بنظر کار کارمندانش راحت ترباشهوقتی سرکار احتمالن پیروی کننددانتان تورنتو شرکتها بانکهای بزرگه احتمالن برجها اجاره,[],"['گوگل\u200cبنظرم', 'مدلیه', 'اتفاقن', 'بنظر', 'کار', 'کارمندانش', 'راحت', 'ترباشهوقتی', 'سرکار', 'احتمالن', 'پیروی', 'کننددانتان', 'تورنتو', 'شرکتها', 'بانکهای', 'بزرگه', 'احتمالن', 'برجها', 'اجاره']",گوگل‌بنظرم مدلیه اتفاقن بنظر کار کارمندانش راحت ترباشهوقتی سرکار احتمالن پیروی کننددانتان تورنتو شرکت بانک بزرگه احتمالن برج اجاره,"['گوگل\u200cبنظرم', 'مدلیه', 'اتفاقن', 'بنظر', 'کار', 'کارمندانش', 'راحت', 'ترباشهوقتی', 'سرکار', 'احتمالن', 'پیروی', 'کننددانتان', 'تورنتو', 'شرکت', 'بانک', 'بزرگه', 'احتمالن', 'برج', 'اجاره']",19,19,1,1033
1383382748820217860,0,,2021-04-17 11:32:03+00:00,13,,1383382748820217860,Twitter for Android,221315876,,1,,,,مزایای دورکاری اختیاری نیومده کار تنهایی آرامش می‌تونم‌ کارام برسم الانم جَز ملایمی گذاشتم رقص‌کنان دستگاه قهوه‌سازو سرویس منتظرم مدار چاپ بشه,[],"['مزایای', 'دورکاری', 'اختیاری', 'نیومده', 'کار', 'تنهایی', 'آرامش', 'می\u200cتونم\u200c', 'کارام', 'برسم', 'الانم', 'جَز', 'ملایمی', 'گذاشتم', 'رقص\u200cکنان', 'دستگاه', 'قهوه\u200cسازو', 'سرویس', 'منتظرم', 'مدار', 'چاپ', 'بشه']",مزایا دورکاری اختیار نیومده کار تنهایی آرامش می‌تونم‌ کارا الانم جَز ملایم گذاشت رقص‌کنان دستگاه قهوه‌سازو سرویس منتظر مدار چاپ بشه,"['مزایا', 'دورکاری', 'اختیار', 'نیومده', 'کار', 'تنهایی', 'آرامش', 'می\u200cتونم\u200c', 'کارا', 'الانم', 'جَز', 'ملایم', 'گذاشت', 'رقص\u200cکنان', 'دستگاه', 'قهوه\u200cسازو', 'سرویس', 'منتظر', 'مدار', 'چاپ', 'بشه']",22,21,1,1073
1354756969761009667,0,,2021-01-28 11:43:26+00:00,5,,1354756969761009667,Twitter for Android,981159275975323648,,0,,,,وای کار خونه راضی‌اید وخوشحال این‌جوری محدودیتی گرفتن زندگیمون کارفرما این‌که اعضای خونه درگیر می‌شنخیلی بده کابوس دانشگاه مجازی بشه دانشگاه واحد پاس دانشگاه ابد حضوری بمونه,[],"['وای', 'کار', 'خونه', 'راضی\u200cاید', 'وخوشحال', 'این\u200cجوری', 'محدودیتی', 'گرفتن', 'زندگیمون', 'کارفرما', 'این\u200cکه', 'اعضای', 'خونه', 'درگیر', 'می\u200cشنخیلی', 'بده', 'کابوس', 'دانشگاه', 'مجازی', 'بشه', 'دانشگاه', 'واحد', 'پاس', 'دانشگاه', 'ابد', 'حضوری', 'بمونه']",وای کار خونه راضی‌اید وخوشحال این‌جوری محدودیت گرفتن زندگیمون کارفرما این‌که اعضا خونه درگیر می‌شنخیلی کابوس دانشگاه مجاز بشه دانشگاه واحد پاس دانشگاه ابد حضور بمونه,"['وای', 'کار', 'خونه', 'راضی\u200cاید', 'وخوشحال', 'این\u200cجوری', 'محدودیت', 'گرفتن', 'زندگیمون', 'کارفرما', 'این\u200cکه', 'اعضا', 'خونه', 'درگیر', 'می\u200cشنخیلی', 'کابوس', 'دانشگاه', 'مجاز', 'بشه', 'دانشگاه', 'واحد', 'پاس', 'دانشگاه', 'ابد', 'حضور', 'بمونه']",27,26,0,1082
1384838551548874752,0,['915697029921361920'],2021-04-21 12:29:11+00:00,1,9.15697029921362e+17,1384846677887041536,Twitter for Android,1553677351,1.384845118839087e+18,1,,,,دورکاری نیس حظوریه,[],"['دورکاری', 'نیس', 'حظوریه']",دورکاری نیس حظوریه,"['دورکاری', 'نیس', 'حظوریه']",3,3,1,1115
1391752528644108290,0,,2021-05-10 13:50:34+00:00,6,,1391752528644108290,Twitter for Android,1155180140919435264,,0,,,,گذشت دورکاری تازه مدلی راحتم پرفورمنس تمرکز بالایی 😂 شکلیه بالش زیرسرم میزارم دراز میکشم لپ تاپ میزارم روپام ادامه شارژر گوشی امکانات کنارم جاساز حرکت اضافه نباشه 😂,[],"['گذشت', 'دورکاری', 'تازه', 'مدلی', 'راحتم', 'پرفورمنس', 'تمرکز', 'بالایی', '😂', 'شکلیه', 'بالش', 'زیرسرم', 'میزارم', 'دراز', 'میکشم', 'لپ', 'تاپ', 'میزارم', 'روپام', 'ادامه', 'شارژر', 'گوشی', 'امکانات', 'کنارم', 'جاساز', 'حرکت', 'اضافه', 'نباشه', '😂']",گذشت دورکاری تازه مدلی راح پرفورمنس تمرکز 😂 شکلیه بالش زیرسرم میزارم دراز میکشم لپ تاپ میزارم روپام ادامه شارژر گوش امکانات جاساز حرکت اضافه نباشه 😂,"['گذشت', 'دورکاری', 'تازه', 'مدلی', 'راح', 'پرفورمنس', 'تمرکز', '😂', 'شکلیه', 'بالش', 'زیرسرم', 'میزارم', 'دراز', 'میکشم', 'لپ', 'تاپ', 'میزارم', 'روپام', 'ادامه', 'شارژر', 'گوش', 'امکانات', 'جاساز', 'حرکت', 'اضافه', 'نباشه', '😂']",29,27,2,1129
1389150398657748993,0,,2021-05-03 09:30:38+00:00,25,,1389150398657748993,Twitter for iPhone,877762744199598080,,1,,,,دورکاری خوبیش کون لخت میشینی کار دهنت سرویس میشه حواست چیزای پرت میشه =,[],"['دورکاری', 'خوبیش', 'کون', 'لخت', 'میشینی', 'کار', 'دهنت', 'سرویس', 'میشه', 'حواست', 'چیزای', 'پرت', 'میشه', '=']",دورکاری کون لخت میشینی کار دهنت سرویس میشه حواس چیزای پرت میشه =,"['دورکاری', 'کون', 'لخت', 'میشینی', 'کار', 'دهنت', 'سرویس', 'میشه', 'حواس', 'چیزای', 'پرت', 'میشه', '=']",14,13,0,1133
1385158452050280454,1,,2021-04-22 09:08:04+00:00,6,,1385158452050280454,Twitter Web App,886492154041860096,,0,,,,قولی تنبل کار ریموت دوس نظرمون راجع رابطه همینه ریموتشو دوس ماهی ریموت نباشیم خوبه,[],"['قولی', 'تنبل', 'کار', 'ریموت', 'دوس', 'نظرمون', 'راجع', 'رابطه', 'همینه', 'ریموتشو', 'دوس', 'ماهی', 'ریموت', 'نباشیم', 'خوبه']",قول تنبل کار ریموت دوس نظرمون راجع رابطه همینه ریموتشو دوس ریموت خوبه,"['قول', 'تنبل', 'کار', 'ریموت', 'دوس', 'نظرمون', 'راجع', 'رابطه', 'همینه', 'ریموتشو', 'دوس', 'ریموت', 'خوبه']",15,13,2,1142
1386449127974785028,0,['1183793854526480384'],2021-04-25 22:52:08+00:00,1,1.1837938545264804e+18,1386452997283139591,Twitter for Android,901154881100185600,1.3864526324248123e+18,1,,,,دوروز دورکار کاری متنفرم,[],"['دوروز', 'دورکار', 'کاری', 'متنفرم']",دوروز دورکار کاشت متنفر,"['دوروز', 'دورکار', 'کاشت', 'متنفر']",4,4,0,1155
